0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
366.0,623.0,364.0,565.0,1482.0,598.0,1585.0,157.0,923.0,3027.0,799.0,1800.0,391.0,3014.0,300.0,1276.0,1949.0,377.0,1431.0,1559.0,772.0,1063.0,1925.0,1231.0,2108.0,556.0,1070.0,1110.0,679.0,1087.0,1228.0,1255.0,1039.0,2716.0,360.0,1548.0,889.0,561.0,2836.0,1330.0,1365.0,1644.0,1220.0,767.0,630.0,521.0,1335.0,1527.0,1129.0,2279.0,1411.0,793.0,614.0,871.0,926.0,1784.0,2129.0,3498.0,616.0,1222.0,833.0,673.0,1489.0,1384.0,1464.0,2310.0,750.0,2229.0,1576.0,1847.0,342.0,1851.0,376.0,1675.0,1028.0,1842.0,792.0,1497.0,1031.0,1119.0,1269.0,1850.0,1311.0,468.0,848.0,832.0,772.0,879.0,998.0,897.0,459.0,332.0,191.0,1542.0,203.0,1501.0,258.0,1344.0,1482.0,1504.0,950.0,477.0,580.0,736.0,722.0,1575.0,318.0,435.0,341.0,232.0,162.0,572.0,504.0,87.0,162.0,78.0,157.0,85.0,150.0,122.0,113.0,127.0,193.0,97.0,85.0,165.0,88.0,122.0,89.0,146.0,88.0,144.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,1396.0,108.0,992.0,212.0,2347.0,176.0,2048.0,1127.0,569.0,905.0,447.0,200.0,2184.0,954.0,2506.0,1416.0,439.0,436.0,339.0,896.0,2824.0,3803.0,1068.0,469.0,1913.0,425.0,1223.0,352.0,1204.0,1439.0,566.0,729.0,1839.0,371.0,826.0,1632.0,516.0,1599.0,856.0,2853.0,1774.0,1458.0,1126.0,927.0,457.0,1255.0,2282.0,1338.0,545.0,1887.0,486.0,1560.0,521.0,951.0,1141.0,1394.0,414.0,718.0,1173.0,776.0,1420.0,2324.0,784.0,277.0,1668.0,1753.0,2235.0,750.0,1328.0,2218.0,1370.0,932.0,713.0,2625.0,651.0,1646.0,608.0,985.0,1144.0,1215.0,1332.0,1166.0,1292.0,569.0,2439.0,459.0,1448.0,612.0,741.0,716.0,1941.0,2866.0,1582.0,801.0,431.0,460.0,468.0,713.0,1606.0,876.0,641.0,338.0,317.0,554.0,577.0,327.0,289.0,626.0,411.0,202.0,455.0,267.0,226.0,182.0,91.0,169.0,109.0,104.0,106.0,113.0,121.0,74.0,118.0,93.0,116.0,81.0,143.0,84.0,150.0,90.0,105.0,122.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603.0,612.0,215.0,420.0,383.0,2228.0,736.0,359.0,669.0,644.0,1236.0,580.0,971.0,4381.0,848.0,1389.0,491.0,495.0,852.0,1578.0,1108.0,317.0,609.0,1681.0,222.0,1323.0,2122.0,196.0,849.0,549.0,1014.0,789.0,1114.0,771.0,1138.0,1388.0,855.0,965.0,653.0,1366.0,2399.0,231.0,3906.0,1769.0,1081.0,2738.0,3279.0,2088.0,3107.0,1070.0,2988.0,2710.0,1513.0,2820.0,2060.0,796.0,2327.0,1178.0,1337.0,2139.0,612.0,1139.0,3695.0,174.0,2268.0,1011.0,1301.0,1036.0,1626.0,1683.0,1605.0,1143.0,694.0,2554.0,2014.0,772.0,1722.0,1222.0,1934.0,1095.0,592.0,698.0,2326.0,444.0,2073.0,1051.0,905.0,793.0,959.0,2040.0,2420.0,1393.0,1078.0,558.0,1771.0,1398.0,1186.0,578.0,1347.0,1991.0,1736.0,1481.0,864.0,398.0,496.0,536.0,1426.0,1050.0,404.0,436.0,122.0,111.0,188.0,134.0,184.0,135.0,106.0,140.0,98.0,126.0,102.0,122.0,90.0,151.0,88.0,146.0,85.0,147.0,89.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534.0,276.0,208.0,136.0,137.0,129.0,118.0,267.0,1339.0,444.0,485.0,241.0,2167.0,959.0,1445.0,309.0,439.0,1436.0,1615.0,659.0,1195.0,328.0,743.0,726.0,1429.0,416.0,1649.0,3563.0,1532.0,1097.0,144.0,491.0,2496.0,685.0,2051.0,678.0,1167.0,3027.0,1368.0,451.0,734.0,2249.0,1048.0,2299.0,926.0,1324.0,1986.0,2023.0,1313.0,1198.0,1539.0,2017.0,581.0,1140.0,3654.0,2461.0,551.0,1955.0,1357.0,685.0,259.0,3246.0,817.0,939.0,1254.0,1053.0,1194.0,2023.0,2167.0,1821.0,444.0,1924.0,1324.0,2106.0,680.0,526.0,951.0,1439.0,1164.0,1040.0,548.0,1928.0,660.0,1013.0,1036.0,2142.0,1495.0,2472.0,1028.0,1861.0,1150.0,769.0,1414.0,1270.0,626.0,2264.0,2018.0,457.0,2233.0,393.0,650.0,956.0,1257.0,1280.0,2307.0,679.0,1095.0,413.0,309.0,1017.0,446.0,477.0,539.0,664.0,366.0,61.0,204.0,164.0,106.0,102.0,123.0,98.0,120.0,103.0,124.0,88.0,139.0,102.0,134.0,94.0,109.0,111.0,115.0,114.0,109.0,141.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290.0,199.0,172.0,153.0,1776.0,252.0,1631.0,217.0,2904.0,767.0,1905.0,2499.0,567.0,2235.0,388.0,1995.0,1246.0,658.0,896.0,662.0,1980.0,911.0,1842.0,1114.0,1885.0,1061.0,304.0,504.0,793.0,1063.0,1322.0,623.0,1567.0,817.0,124.0,2199.0,930.0,282.0,1758.0,1795.0,720.0,1546.0,293.0,697.0,1071.0,1274.0,2129.0,898.0,1024.0,861.0,1002.0,880.0,1233.0,482.0,836.0,1323.0,511.0,1374.0,1221.0,868.0,556.0,802.0,1516.0,208.0,832.0,708.0,576.0,1336.0,921.0,2097.0,2196.0,516.0,596.0,1894.0,1191.0,1231.0,736.0,1642.0,1391.0,627.0,580.0,1329.0,1027.0,350.0,3553.0,594.0,2002.0,382.0,928.0,1098.0,480.0,704.0,1250.0,1283.0,999.0,787.0,886.0,1936.0,890.0,365.0,159.0,807.0,209.0,731.0,900.0,1267.0,1582.0,469.0,154.0,345.0,306.0,355.0,177.0,166.0,177.0,144.0,163.0,141.0,151.0,99.0,195.0,105.0,130.0,92.0,118.0,119.0,118.0,83.0,129.0,113.0,105.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344.0,149.0,596.0,658.0,66.0,1581.0,435.0,310.0,422.0,721.0,1765.0,588.0,2577.0,2166.0,1248.0,2590.0,137.0,836.0,632.0,243.0,392.0,3482.0,1196.0,2252.0,289.0,2114.0,1371.0,255.0,762.0,292.0,1059.0,764.0,734.0,2389.0,1998.0,1009.0,1483.0,583.0,1097.0,1288.0,784.0,937.0,2990.0,643.0,1012.0,1282.0,465.0,3422.0,898.0,2665.0,1744.0,1329.0,2415.0,508.0,1335.0,3024.0,1167.0,838.0,1696.0,1074.0,3826.0,1898.0,1511.0,721.0,1218.0,1236.0,866.0,1309.0,1018.0,1828.0,893.0,1464.0,1046.0,1848.0,1660.0,1208.0,2194.0,610.0,776.0,2380.0,1922.0,1239.0,818.0,2165.0,1425.0,434.0,3056.0,1372.0,1205.0,812.0,459.0,2356.0,553.0,1823.0,1655.0,1892.0,1208.0,814.0,2485.0,1928.0,1319.0,2000.0,1816.0,333.0,640.0,1724.0,856.0,318.0,611.0,603.0,1194.0,351.0,1152.0,450.0,164.0,327.0,127.0,986.0,140.0,238.0,124.0,123.0,116.0,94.0,115.0,100.0,148.0,102.0,129.0,125.0,124.0,203.0,113.0,69.0,105.0,106.0,117.0,119.0,97.0,105.0,109.0,143.0,113.0,113.0,88.0,128.0,92.0,128.0,90.0,133.0,92.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686.0,197.0,536.0,214.0,128.0,483.0,585.0,698.0,488.0,2085.0,1169.0,520.0,736.0,325.0,1831.0,440.0,1354.0,719.0,448.0,2760.0,1159.0,1768.0,392.0,852.0,1211.0,320.0,1799.0,600.0,2432.0,213.0,1111.0,581.0,2388.0,1758.0,526.0,1486.0,61.0,1473.0,2034.0,1070.0,2701.0,636.0,1280.0,419.0,1296.0,1226.0,1802.0,957.0,1411.0,1223.0,994.0,756.0,1078.0,2455.0,3587.0,1876.0,1157.0,593.0,335.0,1839.0,1862.0,1748.0,760.0,823.0,1348.0,1213.0,1721.0,733.0,725.0,1705.0,836.0,1516.0,1445.0,512.0,1265.0,2132.0,851.0,687.0,565.0,306.0,1176.0,595.0,1482.0,2001.0,866.0,2919.0,1468.0,3093.0,1055.0,613.0,1143.0,514.0,2240.0,595.0,910.0,390.0,302.0,223.0,1239.0,412.0,311.0,130.0,1082.0,519.0,309.0,169.0,89.0,117.0,80.0,153.0,96.0,137.0,88.0,120.0,97.0,143.0,96.0,98.0,129.0,112.0,122.0,99.0,133.0,138.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323.0,203.0,279.0,420.0,543.0,245.0,949.0,129.0,962.0,194.0,794.0,1260.0,525.0,1292.0,138.0,752.0,264.0,331.0,260.0,450.0,297.0,2437.0,79.0,1200.0,266.0,596.0,614.0,891.0,2519.0,1642.0,2367.0,475.0,1907.0,260.0,2478.0,460.0,1713.0,2738.0,2309.0,1167.0,431.0,2443.0,1054.0,1149.0,2849.0,1329.0,2374.0,549.0,1051.0,634.0,667.0,1118.0,1575.0,2656.0,1114.0,909.0,430.0,846.0,1127.0,654.0,1277.0,461.0,1139.0,2128.0,1430.0,4398.0,642.0,947.0,519.0,921.0,1287.0,1375.0,1083.0,1686.0,2300.0,1300.0,818.0,711.0,1342.0,1012.0,2924.0,1618.0,1444.0,259.0,1160.0,1215.0,334.0,967.0,2384.0,694.0,3462.0,1526.0,1905.0,815.0,767.0,1018.0,1371.0,1599.0,1175.0,494.0,710.0,2207.0,553.0,1261.0,1418.0,809.0,712.0,364.0,596.0,1149.0,682.0,447.0,201.0,134.0,87.0,131.0,92.0,120.0,105.0,130.0,76.0,142.0,96.0,121.0,92.0,106.0,119.0,89.0,132.0,90.0,108.0,71.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621.0,747.0,352.0,202.0,120.0,1576.0,518.0,1606.0,629.0,384.0,1687.0,307.0,1374.0,461.0,645.0,1551.0,3594.0,921.0,2202.0,2625.0,1930.0,5017.0,1001.0,3379.0,914.0,1233.0,1139.0,1465.0,906.0,2860.0,1014.0,1241.0,614.0,514.0,1567.0,1617.0,1118.0,1716.0,436.0,703.0,1010.0,2283.0,768.0,600.0,657.0,386.0,817.0,918.0,2011.0,1607.0,2769.0,1072.0,925.0,1154.0,660.0,1639.0,1427.0,958.0,830.0,2398.0,419.0,1135.0,670.0,227.0,1540.0,1170.0,827.0,1150.0,1368.0,1809.0,1041.0,595.0,2659.0,2667.0,607.0,277.0,2739.0,682.0,4431.0,3169.0,667.0,1016.0,1356.0,900.0,350.0,1363.0,479.0,1474.0,285.0,797.0,778.0,2057.0,960.0,1196.0,720.0,950.0,815.0,749.0,2181.0,701.0,613.0,830.0,1066.0,949.0,901.0,1123.0,943.0,565.0,336.0,514.0,229.0,237.0,1377.0,650.0,206.0,147.0,137.0,324.0,179.0,84.0,256.0,87.0,238.0,199.0,135.0,81.0,82.0,379.0,105.0,119.0,101.0,147.0,325.0,111.0,110.0,216.0,92.0,109.0,240.0,100.0,143.0,101.0,140.0,86.0,343.0,96.0,170.0,133.0,133.0,149.0,128.0,122.0,182.0,111.0,122.0,118.0,109.0,115.0,110.0,140.0,137.0,209.0,122.0,126.0,117.0,128.0,89.0,138.0,93.0,127.0,126.0,119.0,110.0,121.0,126.0,102.0,139.0,98.0,135.0,107.0,141.0,106.0
394.0,274.0,167.0,917.0,363.0,335.0,2059.0,1175.0,430.0,1256.0,1189.0,1278.0,1319.0,4034.0,351.0,1876.0,1008.0,3098.0,544.0,942.0,189.0,886.0,212.0,1094.0,647.0,1340.0,1314.0,2542.0,151.0,831.0,1301.0,878.0,2708.0,4025.0,2805.0,2466.0,2354.0,504.0,1571.0,676.0,2721.0,645.0,2415.0,1006.0,1859.0,1097.0,1552.0,1173.0,559.0,3136.0,2307.0,1378.0,1894.0,1203.0,4074.0,1832.0,3261.0,762.0,782.0,858.0,4026.0,1521.0,4335.0,1368.0,1089.0,325.0,2497.0,2390.0,1292.0,1495.0,2254.0,1993.0,2088.0,1017.0,2580.0,1677.0,1502.0,1071.0,710.0,2017.0,4722.0,743.0,2176.0,1335.0,2202.0,1476.0,817.0,1632.0,1201.0,2250.0,1641.0,765.0,521.0,1152.0,1563.0,1899.0,2349.0,483.0,340.0,345.0,779.0,462.0,510.0,401.0,690.0,198.0,168.0,162.0,118.0,221.0,133.0,175.0,119.0,112.0,95.0,107.0,90.0,111.0,97.0,96.0,101.0,148.0,134.0,163.0,259.0,76.0,108.0,88.0,111.0,80.0,126.0,88.0,121.0,98.0,111.0,105.0,111.0,113.0,95.0,136.0,102.0,135.0,91.0,127.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.0,398.0,403.0,483.0,774.0,586.0,2122.0,379.0,1440.0,1082.0,1189.0,883.0,2627.0,751.0,1426.0,4813.0,584.0,1814.0,2767.0,1403.0,3917.0,698.0,2003.0,404.0,4795.0,675.0,1504.0,4101.0,1593.0,1371.0,563.0,1159.0,1489.0,2168.0,846.0,2563.0,670.0,1243.0,1529.0,1295.0,1514.0,1531.0,937.0,4222.0,1215.0,1245.0,524.0,3453.0,1539.0,2546.0,1738.0,1050.0,219.0,3056.0,548.0,1730.0,2185.0,339.0,2969.0,1978.0,2035.0,2024.0,1454.0,2426.0,2785.0,1737.0,1175.0,1611.0,1750.0,2918.0,3505.0,2164.0,975.0,1048.0,1355.0,503.0,1545.0,547.0,2222.0,1547.0,1691.0,1427.0,2903.0,1116.0,1791.0,1744.0,888.0,854.0,1978.0,1933.0,3518.0,1201.0,2686.0,810.0,2224.0,856.0,1268.0,739.0,968.0,718.0,895.0,475.0,1417.0,670.0,373.0,134.0,119.0,133.0,101.0,97.0,109.0,113.0,109.0,107.0,110.0,128.0,110.0,114.0,67.0,132.0,99.0,102.0,98.0,110.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.0,147.0,780.0,791.0,816.0,1194.0,284.0,776.0,287.0,1488.0,1274.0,1934.0,1248.0,1498.0,680.0,1285.0,5557.0,1264.0,931.0,1177.0,974.0,1314.0,1255.0,1297.0,1766.0,3289.0,1689.0,1130.0,1024.0,932.0,1293.0,2508.0,1301.0,1510.0,859.0,909.0,3209.0,1410.0,701.0,519.0,1545.0,613.0,1211.0,2674.0,2039.0,1840.0,627.0,2541.0,893.0,2085.0,3410.0,1362.0,2368.0,1866.0,3090.0,1452.0,1520.0,1138.0,231.0,1196.0,2085.0,1421.0,2690.0,2652.0,1731.0,897.0,1607.0,632.0,2535.0,2713.0,1715.0,1962.0,1162.0,1096.0,1003.0,655.0,2573.0,2323.0,1827.0,3060.0,991.0,1250.0,741.0,417.0,1516.0,2209.0,1891.0,885.0,1784.0,917.0,697.0,929.0,657.0,1125.0,997.0,874.0,285.0,198.0,1712.0,1369.0,403.0,715.0,159.0,257.0,366.0,300.0,95.0,158.0,135.0,200.0,112.0,140.0,162.0,176.0,156.0,162.0,78.0,121.0,160.0,108.0,140.0,132.0,129.0,131.0,128.0,107.0,163.0,118.0,149.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425.0,332.0,105.0,254.0,181.0,125.0,527.0,303.0,488.0,602.0,685.0,496.0,1634.0,446.0,555.0,1695.0,192.0,1207.0,983.0,433.0,1320.0,1593.0,1304.0,577.0,1040.0,3311.0,671.0,1090.0,2078.0,1445.0,785.0,3491.0,735.0,1235.0,3596.0,467.0,2930.0,1306.0,1648.0,328.0,745.0,529.0,1988.0,697.0,2126.0,1071.0,2262.0,269.0,789.0,1618.0,3922.0,2334.0,1170.0,1228.0,2858.0,390.0,3239.0,913.0,2941.0,1957.0,1508.0,495.0,3053.0,1520.0,2248.0,1089.0,1515.0,928.0,528.0,3933.0,1876.0,1399.0,400.0,1716.0,3362.0,373.0,1367.0,2306.0,538.0,1828.0,3839.0,2062.0,2316.0,162.0,1711.0,392.0,1565.0,2738.0,1898.0,2213.0,529.0,1155.0,907.0,2507.0,683.0,1859.0,1072.0,1050.0,424.0,415.0,582.0,561.0,558.0,123.0,139.0,137.0,101.0,230.0,103.0,114.0,86.0,125.0,79.0,109.0,112.0,102.0,93.0,97.0,111.0,95.0,116.0,105.0,130.0,64.0,134.0,79.0,152.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369.0,1796.0,61.0,1894.0,317.0,1666.0,172.0,1205.0,277.0,1873.0,1007.0,613.0,446.0,961.0,1930.0,259.0,1529.0,1845.0,1429.0,1589.0,924.0,2789.0,654.0,1199.0,2114.0,830.0,4102.0,1758.0,2072.0,983.0,1259.0,387.0,966.0,3742.0,790.0,792.0,2629.0,2833.0,995.0,1677.0,2510.0,1082.0,662.0,1598.0,426.0,5186.0,341.0,2051.0,1691.0,950.0,1226.0,2704.0,564.0,696.0,1460.0,4919.0,1542.0,1560.0,864.0,1647.0,1672.0,482.0,2587.0,653.0,2272.0,897.0,986.0,896.0,543.0,1210.0,1355.0,443.0,1320.0,1163.0,662.0,1258.0,663.0,1316.0,2635.0,1554.0,466.0,371.0,429.0,330.0,595.0,295.0,255.0,174.0,321.0,249.0,202.0,106.0,143.0,128.0,112.0,126.0,114.0,141.0,113.0,147.0,99.0,122.0,111.0,136.0,103.0,140.0,103.0,109.0,131.0,126.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278.0,206.0,310.0,878.0,379.0,1948.0,451.0,1213.0,460.0,1023.0,2285.0,1330.0,3319.0,873.0,2070.0,2462.0,941.0,949.0,626.0,335.0,1112.0,1810.0,514.0,2915.0,1327.0,2362.0,649.0,1325.0,1988.0,2038.0,905.0,1041.0,2763.0,1848.0,1696.0,1002.0,2174.0,776.0,375.0,861.0,3789.0,1885.0,4021.0,710.0,1909.0,585.0,497.0,1381.0,1131.0,1001.0,2734.0,1388.0,5686.0,1182.0,1369.0,2957.0,1824.0,600.0,911.0,1246.0,1523.0,1504.0,1966.0,2310.0,312.0,1011.0,2918.0,1469.0,1898.0,1420.0,785.0,967.0,2791.0,754.0,1111.0,1506.0,1106.0,2578.0,1253.0,1518.0,1505.0,2442.0,1666.0,1577.0,4055.0,2094.0,1425.0,918.0,1782.0,547.0,2337.0,710.0,3167.0,1050.0,580.0,2761.0,1127.0,2737.0,2013.0,3925.0,537.0,1557.0,1169.0,1278.0,1459.0,169.0,1233.0,353.0,1370.0,710.0,1154.0,2628.0,1813.0,481.0,1771.0,202.0,751.0,254.0,152.0,126.0,167.0,183.0,160.0,101.0,136.0,133.0,118.0,93.0,99.0,122.0,87.0,119.0,242.0,167.0,113.0,243.0,194.0,87.0,228.0,184.0,119.0,89.0,111.0,235.0,158.0,136.0,249.0,155.0,146.0,118.0,151.0,115.0,130.0,96.0,130.0,99.0,117.0,105.0,106.0,120.0,100.0,110.0,107.0,130.0,97.0,135.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
